source,reference,initial_translation,analysis,corrected_translation,initial_bleu,final_bleu,bleu_change,initial_comet,final_comet,comet_change,raw_output
有时这一风险包括众所周知的政府与企业之间的“旋转门 ” ， 即私人部门高级岗位与高级官员岗位之间的人事互换。,"Sometimes the risk entails the proverbial “revolving door” between government and business, through which personnel glide from senior private-sector jobs to top official posts and back again.","At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.",the translation accurately captures the meaning,"At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.",13.52,13.52,0.0,0.83,0.83,0.0,"Initial translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures the meaning

Corrected translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures the meaning

Corrected translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures the meaning

Corrected translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures the meaning

Corrected translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures the meaning

Corrected translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures the meaning

Corrected translation: At times, this risk includes the well-known “revolving door” between government and the private sector, in which senior positions in the private sector are filled by former senior officials.

Analysis: the translation accurately captures"
比约恩·隆姆博格，哥本哈根共识中心的主任，是哥本哈根商学院兼职教授，著有《怀疑主义环保分子并请冷静：怀疑主义环保分子之全球变暖指南 》 。,"That our profligate consumption requires five planets is a catchy story, but it is wrong. The planet we have is more than enough.","Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The Skeptical Environmentalist and Cool It: The Skeptical Environmentalist’s Guide to Global Warming, Lomborg is a skeptical environmentalist.",the translation accurately captures the meaning,"Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The Skeptical Environmentalist and Cool It: The Skeptical Environmentalist’s Guide to Global Warming, Lomborg is a skeptical environmentalist.",2.14,2.14,0.0,0.4868,0.4868,0.0,"Initial translation: Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The Skeptical Environmentalist and Cool It: The Skeptical Environmentalist’s Guide to Global Warming, Lomborg is a skeptical environmentalist.

Analysis: the translation accurately captures the meaning

Corrected translation: Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The Skeptical Environmentalist and Cool It: The Skeptical Environmentalist’s Guide to Global Warming, Lomborg is a skeptical environmentalist.

Analysis: the translation accurately captures the meaning

Corrected translation: Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The Skeptical Environmentalist and Cool It: The Skeptical Environmentalist’s Guide to Global Warming, Lomborg is a skeptical environmentalist.

Analysis: the translation accurately captures the meaning

Corrected translation: Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The Skeptical Environmentalist and Cool It: The Skeptical Environmentalist’s Guide to Global Warming, Lomborg is a skeptical environmentalist.

Analysis: the translation accurately captures the meaning

Corrected translation: Like Bjørn Lomborg, director of the Copenhagen Consensus Center, a professor at the Copenhagen Business School, and author of The S"
2001年，英国足总（英国足球监管机构）启动了为期五年的儿童安全措施评估，但只开展了两年便不了了之，据说是因为一些足总工作人员的抵制。,"The five-year review of child safety measures, launched by the Football Association (the governing body of UK soccer) in 2001, was dropped after just two years, reportedly in response to resistance from some FA staff.","In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.",the translation accurately captures the meaning,"In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.",36.98,36.98,0.0,0.8834,0.8834,0.0,"Initial translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.

Analysis: the translation accurately captures the meaning

Corrected translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.

Analysis: the translation accurately captures the meaning

Corrected translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.

Analysis: the translation accurately captures the meaning

Corrected translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.

Analysis: the translation accurately captures the meaning

Corrected translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.

Analysis: the translation accurately captures the meaning

Corrected translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but abandoned it after just two years, reportedly because of resistance from some FA staff.

Analysis: the translation accurately captures the meaning

Corrected translation: In 2001, the Football Association (FA) launched a five-year review of child protection measures, but"
如果这种令人不满意的发展再持续15 到 20年，墨西哥就会变成一个像葡萄牙、希腊或波兰这样的下层中产阶级国家。,"Given 15 to 20 more years of this unsatisfactory progress, Mexico will become a lower-middle class country like Portugal, Greece, or Poland.","If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.",the translation accurately captures the meaning,"If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.",50.54,50.54,0.0,0.8963,0.8963,0.0,"Initial translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected translation: If this disappointing trend continues for another 15 to 20 years, Mexico will become a lower-middle-income country like Portugal, Greece, or Poland.

Analysis: the translation accurately captures the meaning

Corrected"
不仅如此，真正意义上的技术执政将建立一支有官僚管理经验的健全的公务员队伍，利用大数据来衡量和优化福利政策。,"Moreover, a real technocracy would boast a robust civil service trained in bureaucratic management techniques that use data to measure and optimize welfare.","Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.",the translation accurately captures the meaning,"Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.",26.16,26.16,0.0,0.8302,0.8302,0.0,"Initial translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welfare policies.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, genuine technocratic rule would establish a well-trained bureaucracy with experience in bureaucratic management, using big data to measure and optimize welf"
发自华盛顿 — — 虽然沙特驻美大使阿德尔·朱拜尔在美国宣称挫败的暗杀阴谋中毫发未伤，但如果这一行动的真正目标并不是朱拜尔，而是为了破坏伊朗总统内贾德的外交政策的话，那么策划者的目的或许已经实现了。,"WASHINGTON, DC – Though Saudi Ambassador Adel al-Jubeir is alive and well in Washington, the plot to assassinate him may have succeeded – if its aim was not to kill al-Jubeir, but rather Iranian President Mahmoud Ahmadinejad’s foreign policy.","WASHINGTON – Saudi Arabia’s ambassador to the United States, Adel al-Jubeir, emerged unscathed from an alleged assassination plot in the United States, but if the real target was not al-Jubeir, but rather to undermine Iranian President Hassan Rouhani’s foreign policy, the plotters may have succeeded.",the translation accurately captures the meaning,"WASHINGTON – Saudi Arabia’s ambassador to the United States, Adel al-Jubeir, emerged unscathed from an alleged assassination plot in the United States, but if the real target was not al-Jubeir, but rather to undermine Iranian President Hassan Rouhani’s foreign policy, the plotters may have succeeded.",10.78,10.78,0.0,0.8442,0.8442,0.0,"Initial translation: WASHINGTON – Saudi Arabia’s ambassador to the United States, Adel al-Jubeir, emerged unscathed from an alleged assassination plot in the United States, but if the real target was not al-Jubeir, but rather to undermine Iranian President Hassan Rouhani’s foreign policy, the plotters may have succeeded.

Analysis: the translation accurately captures the meaning

Corrected translation: WASHINGTON – Saudi Arabia’s ambassador to the United States, Adel al-Jubeir, emerged unscathed from an alleged assassination plot in the United States, but if the real target was not al-Jubeir, but rather to undermine Iranian President Hassan Rouhani’s foreign policy, the plotters may have succeeded.

Analysis: the translation accurately captures the meaning

Corrected translation: WASHINGTON – Saudi Arabia’s ambassador to the United States, Adel al-Jubeir, emerged unscathed from an alleged assassination plot in the United States, but if the real target was not al-Jubeir, but rather to undermine Iranian President Hassan Rouhani’s foreign policy, the plotters may have succeeded.

Analysis: the translation accurately captures the meaning

Corrected translation: WASHINGTON – Saudi Arabia’s ambassador to the United States, Adel al-Jubeir, emerged unscathed from an alleged assassination plot in the United States, but if the real target was not al-Jubeir, but rather to undermine Iranian President Hassan Rouhani’s foreign policy, the plotters may have succeeded.

Analysis: the translation accurately"
持续60年的残酷镇压甚至都难以让西藏和新疆认同这一点，这从2008年的西藏人和2009年的维吾尔人爆乱中可以得知。,"Six decades of ruthless repression has failed to win China acceptance even in Tibet and Xinjiang, as the Tibetan and Uighur revolts of 2008 and 2009 attested.","Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.",the translation accurately captures the meaning,"Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.",7.86,7.86,0.0,0.7781,0.7781,0.0,"Initial translation: Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.

Analysis: the translation accurately captures the meaning

Corrected translation: Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.

Analysis: the translation accurately captures the meaning

Corrected translation: Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.

Analysis: the translation accurately captures the meaning

Corrected translation: Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.

Analysis: the translation accurately captures the meaning

Corrected translation: Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in Tibet in 2008 and in Xinjiang in 2009.

Analysis: the translation accurately captures the meaning

Corrected translation: Sixty years of brutal repression have been difficult even for Tibet and Xinjiang to identify with, as was evident in the riots in"
不过人们必须担心五大科技企业的统治力、盈利能力和业务覆盖范围是否已经过大，以至于创业公司很难对其发起挑战，最终扼杀了创新。,"Still, one has to worry that the big five tech firms have become so dominant, so profitable, and so encompassing that it has become very difficult for startups to challenge them, thereby stifling innovation.","But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.",the translation accurately captures the meaning,"But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.",14.69,14.69,0.0,0.8709,0.8709,0.0,"Initial translation: But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.

Analysis: the translation accurately captures the meaning

Corrected translation: But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.

Analysis: the translation accurately captures the meaning

Corrected translation: But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.

Analysis: the translation accurately captures the meaning

Corrected translation: But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.

Analysis: the translation accurately captures the meaning

Corrected translation: But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.

Analysis: the translation accurately captures the meaning

Corrected translation: But one must worry that the dominance, profitability, and business scope of the five tech giants are so great that it is difficult for start-ups to challenge them, ultimately stifling innovation.

Analysis: the translation accurately captures the meaning

Corrected translation: But one must worry that the dominance, profitability, and"
这有利于刺激它们自身增长，同时为中国经济创造空间，向生产率和工资 — — 消费的重要决定因素 — — 更高的价值链上游迈进。,"That promises to boost their own growth while creating space for the Chinese economy to move up the value chain, where productivity and wages – important determinants of consumption – are higher.","This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.",the translation accurately captures the meaning,"This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.",47.68,47.68,0.0,0.8598,0.8598,0.0,"Initial translation: This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.

Analysis: the translation accurately captures the meaning

Corrected translation: This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.

Analysis: the translation accurately captures the meaning

Corrected translation: This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.

Analysis: the translation accurately captures the meaning

Corrected translation: This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.

Analysis: the translation accurately captures the meaning

Corrected translation: This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.

Analysis: the translation accurately captures the meaning

Corrected translation: This helps to stimulate their own growth, while creating space for the Chinese economy to move up the value chain in terms of productivity and wages – important determinants of consumption, which accounts for a large share of the economy.

Analysis: the translation accurately captures the meaning

"
在今年早些时候举行的纽约第14区民主党初选中，民主社会主义人士亚历山大·奥卡西奥·科尔特斯击败了现任众议院议员、在众议院排名第四的民主党人约瑟夫·克劳利。,"In the Democratic primary election for New York’s 14th district earlier this year, democratic socialist Alexandria Ocasio-Cortez trounced incumbent Representative Joseph Crowley, the fourth-ranking Democrat in the House.","In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.",the translation accurately captures the meaning,"In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.",30.41,30.41,0.0,0.8381,0.8381,0.0,"Initial translation: In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.

Analysis: the translation accurately captures the meaning

Corrected translation: In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.

Analysis: the translation accurately captures the meaning

Corrected translation: In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.

Analysis: the translation accurately captures the meaning

Corrected translation: In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.

Analysis: the translation accurately captures the meaning

Corrected translation: In New York’s 14th Congressional District earlier this year, the democratic socialist Alexander Ocasio-Cortez defeated the incumbent Democratic congressman, Joseph Crowley, who was the fourth-ranking Democrat in the House of Representatives.

Analysis: the translation accurately captures the meaning

Correct"
