source,reference,initial_translation,analysis,corrected_translation,initial_bleu,final_bleu,bleu_change,initial_comet,final_comet,comet_change,raw_output
"Diejenigen, die leistungsstarke Kinder untersuchen, sagen, diese haben oft eine natürliche Affinität für die Schule und einen ihnen innewohnenden Antrieb zum Erfolg.",Those who study high achievers say they often have a natural affinity for school and an innate drive to succeed.,Those who study high-achieving children say that they often have a natural affinity for school and a drive to succeed.,"The German ""leistungsstarke Kinder"" should be ""gifted children"" not ""high-achieving children"" - this is a lexical error where the model chose a less precise term. The phrase ""sagen, diese haben oft eine natürliche Affinität für die Schule"" should be ""say that these children often have a natural affinity for learning"" not ""say that they often have a natural affinity for school"" - this is a semantic error where the model missed that the affinity is for learning in general, not just school. The phrase ""einen ihnen innewohnenden Antrieb zum Erfolg"" should be ""an innate drive for success"" not ""a drive to succeed"" - this is a lexical error where the model chose a less precise term",Those who study gifted children say that these children often have a natural affinity for learning and an innate drive for success.,57.29,37.49,-19.79,0.9287,0.8985,-0.0302,"Initial translation: Those who study high-achieving children say that they often have a natural affinity for school and a drive to succeed.

Analysis: The German ""leistungsstarke Kinder"" should be ""gifted children"" not ""high-achieving children"" - this is a lexical error where the model chose a less precise term. The phrase ""sagen, diese haben oft eine natürliche Affinität für die Schule"" should be ""say that these children often have a natural affinity for learning"" not ""say that they often have a natural affinity for school"" - this is a semantic error where the model missed that the affinity is for learning in general, not just school. The phrase ""einen ihnen innewohnenden Antrieb zum Erfolg"" should be ""an innate drive for success"" not ""a drive to succeed"" - this is a lexical error where the model chose a less precise term

Corrected translation: Those who study gifted children say that these children often have a natural affinity for learning and an innate drive for success."
Bis zu 2000 Arbeitsplätze in der Anlage von Alcoa in Portland stehen auf dem Spiel.,Up to 2000 jobs may be at risk at Alcoa's Portland plant.,Up to 2000 jobs at the Alcoa plant in Portland are at risk.,"The German ""stehen auf dem Spiel"" should be ""could be lost"" not ""are at risk"" - this is about potential job loss, not current risk. The phrase ""in der Anlage von Alcoa"" should be ""at the Alcoa facility"" not ""at the Alcoa plant"" - facility is more formal than plant. The word ""Bis zu"" should be ""Up to"" not ""Up to and including"" - this is about maximum, not inclusive range",Up to 2000 jobs could be lost at the Alcoa facility in Portland.,24.02,21.14,-2.88,0.9277,0.9008,-0.0269,"Initial translation: Up to 2000 jobs at the Alcoa plant in Portland are at risk.

Analysis: The German ""stehen auf dem Spiel"" should be ""could be lost"" not ""are at risk"" - this is about potential job loss, not current risk. The phrase ""in der Anlage von Alcoa"" should be ""at the Alcoa facility"" not ""at the Alcoa plant"" - facility is more formal than plant. The word ""Bis zu"" should be ""Up to"" not ""Up to and including"" - this is about maximum, not inclusive range

Corrected translation: Up to 2000 jobs could be lost at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland. The jobs are at the Alcoa facility in Portland."
"Im Mai veröffentlichte die Agentur die Ergebnisse von 581 Tests und sagte, dass es 442 Fälle gebe, die ""vorschlagen, dass die untersuchte Person 18 Jahre oder älter sei"".","In May, the agency released the results of 581 tests and said that there were 442 instances that ""suggest the person examined is 18 years or older.""","In May, the Agency published the results of 581 tests and said that there were 442 cases that'suggest that the person being tested was 18 years of age or older'.","The German ""die Agentur"" should be ""the agency"" not ""the Agency"" - different capitalization. The phrase ""442 Fälle gebe, die 'vorschlagen, dass die untersuchte Person 18 Jahre oder älter sei'"" should be ""found 442 cases which'suggest that the person tested is 18 years of age or older'"" not ""were 442 cases that'suggest that the person being tested was 18 years of age or older'"" - the model added ""being tested"" which doesn't appear in the German. The model also changed ""die untersuchte Person"" to ""the person being tested"" rather than ""the person tested","In May, the agency published the results of 581 tests and found 442 cases which ""suggest that the person tested is 18 years of age or older.""",44.11,41.79,-2.32,0.9211,0.9259,0.0048,"Initial translation: In May, the Agency published the results of 581 tests and said that there were 442 cases that'suggest that the person being tested was 18 years of age or older'.

Analysis: The German ""die Agentur"" should be ""the agency"" not ""the Agency"" - different capitalization. The phrase ""442 Fälle gebe, die 'vorschlagen, dass die untersuchte Person 18 Jahre oder älter sei'"" should be ""found 442 cases which'suggest that the person tested is 18 years of age or older'"" not ""were 442 cases that'suggest that the person being tested was 18 years of age or older'"" - the model added ""being tested"" which doesn't appear in the German. The model also changed ""die untersuchte Person"" to ""the person being tested"" rather than ""the person tested

Corrected translation: In May, the agency published the results of 581 tests and found 442 cases which ""suggest that the person tested is 18 years of age or older."""
Ivanov war viele Jahre Teil des engsten Vertrauenskreises von Putin.,Mr Ivanov has been part of Mr Putin's trusted inner circle for many years.,Ivanov has been a member of Putin's inner circle for many years.,"The German ""Teil des engsten Vertrauenskreises"" should be ""close associate"" not ""member of inner circle"" - while similar, ""Vertrauenskreis"" suggests a more intimate level of trust than just ""inner circle",Ivanov was a close associate of Putin for many years.,43.67,18.05,-25.62,0.9231,0.8798,-0.0433,"Initial translation: Ivanov has been a member of Putin's inner circle for many years.

Analysis: The German ""Teil des engsten Vertrauenskreises"" should be ""close associate"" not ""member of inner circle"" - while similar, ""Vertrauenskreis"" suggests a more intimate level of trust than just ""inner circle

Corrected translation: Ivanov was a close associate of Putin for many years."
"Mr. Trump beendete den Anruf, nachdem er Herrn Turnbull gesagt hatte, ""das ist der unangenehmste Anruf für den ganzen Tag.""","Mr Trump ended the call after telling Mr Turnbull ""this is the most unpleasant call all day.""","Mr Trump ended the call after saying to Mr Turnbull, 'that is the most unpleasant call I have had all day'.","The German ""nachdem er Herrn Turnbull gesagt hatte, 'das ist der unangemehmste Anruf für den ganzen Tag'"" should be ""Mr. Trump hung up after telling Mr. Turnbull, 'This is the worst phone call of the day'"" - the model changed ""unangemehmste"" to ""unpleasant"" when ""worst"" is more direct. The phrase ""nachdem er Herrn Turnbull gesagt hatte"" should be ""after telling Mr. Turnbull"" not ""after saying to Mr. Turnbull"" - different verb choice and preposition. The word ""Anruf"" should be ""phone call"" throughout","Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr.",39.65,12.32,-27.32,0.9054,0.8466,-0.0588,"Initial translation: Mr Trump ended the call after saying to Mr Turnbull, 'that is the most unpleasant call I have had all day'.

Analysis: The German ""nachdem er Herrn Turnbull gesagt hatte, 'das ist der unangemehmste Anruf für den ganzen Tag'"" should be ""Mr. Trump hung up after telling Mr. Turnbull, 'This is the worst phone call of the day'"" - the model changed ""unangemehmste"" to ""unpleasant"" when ""worst"" is more direct. The phrase ""nachdem er Herrn Turnbull gesagt hatte"" should be ""after telling Mr. Turnbull"" not ""after saying to Mr. Turnbull"" - different verb choice and preposition. The word ""Anruf"" should be ""phone call"" throughout

Corrected translation: Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull, ""This is the worst phone call of the day."" Mr. Trump hung up after telling Mr. Turnbull"
"Darüber hinaus gibt es bei der Defender Challenge einen Trainings- und Testtag im Februar sowie die Option, an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen.","Additionally, the Defender Challenge will provide a training and test day in February, as well as the option to compete in desert events in North Africa and the Middle East.","In addition, there is a training and testing day in February for the Defender Challenge, and the option to take part in desert races in North Africa and the Middle East.","The German ""Defender Challenge"" should be ""Land Rover Defender Challenge"" not just ""Defender Challenge"" - the brand name should be included. The phrase ""gibt es...einen Trainings- und Testtag"" should be ""there will be a training and testing day"" not ""there is a training and testing day"" - future tense is more appropriate. The word ""Wüstenrennen"" should be ""desert races"" not ""desert races"" - this is correct. The phrase ""an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen"" should be ""to take part in desert races in North Africa and the Middle East"" not ""to take part in desert races in North Africa and the Middle East"" - this is correct","Furthermore, there will be a training and testing day in February for the Land Rover Defender Challenge, as well as the option to take part in desert races in North Africa and the Middle East.",36.24,43.29,7.05,0.891,0.8514,-0.0396,"Initial translation: In addition, there is a training and testing day in February for the Defender Challenge, and the option to take part in desert races in North Africa and the Middle East.

Analysis: The German ""Defender Challenge"" should be ""Land Rover Defender Challenge"" not just ""Defender Challenge"" - the brand name should be included. The phrase ""gibt es...einen Trainings- und Testtag"" should be ""there will be a training and testing day"" not ""there is a training and testing day"" - future tense is more appropriate. The word ""Wüstenrennen"" should be ""desert races"" not ""desert races"" - this is correct. The phrase ""an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen"" should be ""to take part in desert races in North Africa and the Middle East"" not ""to take part in desert races in North Africa and the Middle East"" - this is correct

Corrected translation: Furthermore, there will be a training and testing day in February for the Land Rover Defender Challenge, as well as the option to take part in desert races in North Africa and the Middle East."
"Die tschechische Armee kaufte Aero 72 Maschinen ab, von denen sie nur 24 verwendet, den Rest wollte sie veräußern.",Czech Army has purchased 72 aircrafts from Aero and uses only 24; they would like to sell the remaining ones.,"The Czech Army bought 72 Aero aircraft, of which it used only 24 and the rest it wanted to sell.","The German ""Maschinen"" should be ""planes"" not ""aircraft"" - more informal term. The phrase ""den Rest wollte sie veräußern"" should be ""the rest it wanted to sell off"" not ""the rest it wanted to sell"" - ""sell off"" is more emphatic. The word ""veräußern"" specifically means to sell off or dispose of unwanted items","The Czech army bought 72 Aero planes, of which it uses only 24, the rest it wanted to sell off.",6.96,9.17,2.2,0.8543,0.8569,0.0025,"Initial translation: The Czech Army bought 72 Aero aircraft, of which it used only 24 and the rest it wanted to sell.

Analysis: The German ""Maschinen"" should be ""planes"" not ""aircraft"" - more informal term. The phrase ""den Rest wollte sie veräußern"" should be ""the rest it wanted to sell off"" not ""the rest it wanted to sell"" - ""sell off"" is more emphatic. The word ""veräußern"" specifically means to sell off or dispose of unwanted items

Corrected translation: The Czech army bought 72 Aero planes, of which it uses only 24, the rest it wanted to sell off."
"Eigene mobile Telefondienstleistungen bieten zum Beispiel Amway, Bohemia Telecom, Starlife und andere.","For example, Amway, Bohemia Telecom, Starlife and a number of others offer their own mobile telephone services.","Amway, Bohemia Telecom, Starlife and others offer their own mobile phone services, for example.","The German ""eigene mobile Telefondienstleistungen"" should be ""own mobile telephony services"" not ""their own mobile phone services"" - the target uses more formal terminology. The phrase ""zum Beispiel"" should be ""for example"" not ""for example"" - this is correct. The word ""Telefondienstleistungen"" should be ""telephony services"" not ""mobile phone services"" to match the target's more technical terminology","Own mobile telephony services offer, for example, Amway, Bohemia Telecom, Starlife and others.",48.14,42.58,-5.55,0.9284,0.8371,-0.0913,"Initial translation: Amway, Bohemia Telecom, Starlife and others offer their own mobile phone services, for example.

Analysis: The German ""eigene mobile Telefondienstleistungen"" should be ""own mobile telephony services"" not ""their own mobile phone services"" - the target uses more formal terminology. The phrase ""zum Beispiel"" should be ""for example"" not ""for example"" - this is correct. The word ""Telefondienstleistungen"" should be ""telephony services"" not ""mobile phone services"" to match the target's more technical terminology

Corrected translation: Own mobile telephony services offer, for example, Amway, Bohemia Telecom, Starlife and others."
"Im Vergleich zu Nichtrauchern lag bei Rauchern das Risiko, ihre Zähne vorzeitig zu verlieren, um das 2,5- bis 3,6-Fache höher.","Compared to non-smokers, the risk of losing their teeth prematurely is between 2.5 and 3.6 times higher for smokers.","Compared with non-smokers, smokers were 2.5 to 3.6 times more likely to lose their teeth prematurely.","The German ""lag bei Rauchern das Risiko...um das 2,5- bis 3,6-Fache höher"" should be ""smokers were 2.5 to 3.6 times more likely to lose teeth"" not ""were 2.5 to 3.6 times more likely to lose their teeth prematurely"" - the model added ""prematurely"" which doesn't appear in the German source. The phrase ""vorzeitig zu verlieren"" should be ""to lose teeth"" without the ""prematurely"" qualifier. The model also changed ""im Vergleich zu Nichtrauchern"" (compared to non-smokers) to ""Compared with non-smokers"" which is less natural English",Smokers were 2.5 to 3.6 times more likely to lose teeth compared to non-smokers.,11.38,5.73,-5.65,0.8998,0.8567,-0.043,"Initial translation: Compared with non-smokers, smokers were 2.5 to 3.6 times more likely to lose their teeth prematurely.

Analysis: The German ""lag bei Rauchern das Risiko...um das 2,5- bis 3,6-Fache höher"" should be ""smokers were 2.5 to 3.6 times more likely to lose teeth"" not ""were 2.5 to 3.6 times more likely to lose their teeth prematurely"" - the model added ""prematurely"" which doesn't appear in the German source. The phrase ""vorzeitig zu verlieren"" should be ""to lose teeth"" without the ""prematurely"" qualifier. The model also changed ""im Vergleich zu Nichtrauchern"" (compared to non-smokers) to ""Compared with non-smokers"" which is less natural English

Corrected translation: Smokers were 2.5 to 3.6 times more likely to lose teeth compared to non-smokers."
Zu jener Zeit schrieb er pro Woche zwei Kolumnen in der Murdoch-Presse.,"At the time, he wrote two columns in the Murdoch press each week.","At that time, he was writing two columns a week in the Murdoch press.","The German ""Murdoch-Presse"" should be ""Murdoch's newspapers"" not just ""Murdoch press"" - the possessive form is more precise. The phrase ""Zu jener Zeit"" should be ""Back then"" not ""At that time"" - the reference uses more natural English. The word ""Kolumnen"" should be ""columns"" (plural) not ""column"" (singular) to match the target","Back then, he was writing two columns a week in Murdoch's newspapers.",26.52,8.6,-17.92,0.9222,0.8977,-0.0245,"Initial translation: At that time, he was writing two columns a week in the Murdoch press.

Analysis: The German ""Murdoch-Presse"" should be ""Murdoch's newspapers"" not just ""Murdoch press"" - the possessive form is more precise. The phrase ""Zu jener Zeit"" should be ""Back then"" not ""At that time"" - the reference uses more natural English. The word ""Kolumnen"" should be ""columns"" (plural) not ""column"" (singular) to match the target

Corrected translation: Back then, he was writing two columns a week in Murdoch's newspapers."
